2011-04-18T04:45:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:46:00+09:00,17.3,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:47:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:48:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:49:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:50:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:51:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:52:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:53:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:54:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:55:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:56:00+09:00,17.2,50,17.3,false,17.7,false,0.0,0
2011-04-18T04:57:00+09:00,17.2,50,17.2,false,17.7,false,0.0,0
2011-04-18T04:58:00+09:00,17.2,50,17.2,false,17.7,false,0.0,0
2011-04-18T04:59:00+09:00,17.2,50,17.2,false,17.7,false,0.0,0
2011-04-18T05:00:00+09:00,17.2,50,17.2,false,17.7,false,0.0,0
2011-04-18T05:01:00+09:00,17.2,50,17.2,false,17.7,false,0.0,0
2011-04-18T05:02:00+09:00,17.2,50,17.3,false,17.6,false,0.0,0
2011-04-18T05:03:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:04:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:05:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:06:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:07:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:08:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:09:00+09:00,17.2,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:10:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:11:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:12:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:13:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:14:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
2011-04-18T05:15:00+09:00,17.1,50,17.2,false,17.6,false,0.0,0
