# Logfile created on 2016-10-11 09:32:20 +0900 by logger.rb/41954
2016-10-11 09:32:20,00000000000000000000000000000000,reset,
2016-10-11 09:32:28,00000000000000000000000000000000,relay off 2,
2016-10-11 09:32:28,00000000000000000000000000000000,relay off J,
2016-10-11 09:32:29,00000000000000000000000000000000,relay off M,
2016-10-11 09:32:29,00000000000000000000000000000000,relay off K,
2016-10-11 09:32:30,00000000000000000000000000000000,relay off N,
2016-10-11 09:32:30,00000000000000000000000000000000,relay off R,
2016-10-11 09:32:31,00000000000000000000000000000000,relay off U,
2016-10-11 09:32:32,00000000000000000000000000000000,relay off L,
2016-10-11 09:32:32,00000000000000000000000000000000,relay off O,
2016-10-11 09:32:33,00000000000000000000000000000000,relay off 0,
2016-10-11 09:32:33,00000000000000000000000000000000,relay off T,
2016-10-11 09:32:34,00000000000000000000000000000000,relay off I,
2016-10-11 09:32:34,00000000000000000000000000000000,relay off p,
2016-10-11 09:32:35,00000000000000000000000000000000,relay off S,
2016-10-11 09:32:35,00000000000000000000000000000000,relay off Q,
2016-10-11 09:32:36,00000000000000000000000000000000,relay off 8,
2016-10-11 09:32:36,00000000000000000000000000000000,relay off 4,
2016-10-11 09:32:37,00000000000000000000000000000000,relay off A,
2016-10-11 09:32:37,00000000000000000000000000000000,relay off 6,
2016-10-11 09:32:38,00000000000000000000000000000000,relay off E,
2016-10-11 09:32:39,00000000000000000000000000000000,relay off C,
2016-10-11 09:32:39,00000000000000000000000000001000,relay on 3,
2016-10-11 09:32:40,00000000000000000000000000001010,relay on 1,
2016-10-11 09:32:40,00000000000000000000001000001010,relay on 9,
2016-10-11 09:32:41,00000000000000000000001000101010,relay on 5,
2016-10-11 09:32:41,00000000000000000000101000101010,relay on B,
2016-10-11 09:32:42,00000000000000000000101010101010,relay on 7,
2016-10-11 09:32:42,00000000000000001000101010101010,relay on F,
2016-10-11 09:32:43,00000000000000001010101010101010,relay on D,
2016-10-11 09:34:32,00000000000000001010101010100010,relay off 3,
2016-10-11 09:34:33,00000000000000001010101010000010,relay off 5,
2016-10-11 09:34:33,00000000000000000010101010000010,relay off F,
2016-10-11 09:34:34,00000000000000000000101010000010,relay off D,
2016-10-11 09:34:34,00000000000000000000101010000110,relay on 2,
2016-10-11 09:34:35,00000000000000000000101010010110,relay on 4,
2016-10-11 09:34:35,00000000000000000100101010010110,relay on E,
2016-10-11 09:34:36,00000000000000000101101010010110,relay on C,
2016-10-11 09:34:52,00000000000000000101101010010010,relay off 2,
2016-10-11 09:34:53,00000000000000000101101010000010,relay off 4,
2016-10-11 09:34:53,00000000000000000001101010000010,relay off E,
2016-10-11 09:34:54,00000000000000000000101010000010,relay off C,
2016-10-11 09:34:55,00000000000000000000101010000010,relay off 3,
2016-10-11 09:34:55,00000000000000000000101010000010,relay off 5,
2016-10-11 09:34:56,00000000000000000000101010000010,relay off F,
2016-10-11 09:34:56,00000000000000000000101010000010,relay off D,
2016-10-11 09:35:23,00000000000000000000101010000010,relay off 3,
2016-10-11 09:35:24,00000000000000000000101010000010,relay off 5,
2016-10-11 09:35:25,00000000000000000000101010000010,relay off F,
2016-10-11 09:35:25,00000000000000000000101010000010,relay off D,
2016-10-11 09:35:26,00000000000000000000101010000110,relay on 2,
2016-10-11 09:35:27,00000000000000000000101010010110,relay on 4,
2016-10-11 09:35:27,00000000000000000100101010010110,relay on E,
2016-10-11 09:35:28,00000000000000000101101010010110,relay on C,
2016-10-11 09:35:44,00000000000000000101101010010010,relay off 2,
2016-10-11 09:35:45,00000000000000000101101010000010,relay off 4,
2016-10-11 09:35:45,00000000000000000001101010000010,relay off E,
2016-10-11 09:35:46,00000000000000000000101010000010,relay off C,
2016-10-11 09:35:46,00000000000000000000101010000010,relay off 3,
2016-10-11 09:35:47,00000000000000000000101010000010,relay off 5,
2016-10-11 09:35:47,00000000000000000000101010000010,relay off F,
2016-10-11 09:35:48,00000000000000000000101010000010,relay off D,
2016-10-11 09:39:04,00000000000000000000101010000010,relay off 2,
2016-10-11 09:39:06,00000000000000000000101010000010,relay off 3,
2016-10-11 09:39:12,00000000000000000000101010000010,relay off 2,
2016-10-11 09:39:14,00000000000000000000101010000010,relay off 3,
2016-10-11 10:06:00,00000000000000000000101010000010,relay off 5,
2016-10-11 10:06:00,00000000000000000000101010000010,relay off 3,
2016-10-11 10:06:01,00000000000000000000101010000010,relay off F,
2016-10-11 10:06:02,00000000000000000000101010000010,relay off D,
2016-10-11 10:06:02,00000000000000000000001010000010,relay off B,
2016-10-11 10:06:03,00000000000000000000001010010010,relay on 4,
2016-10-11 10:06:03,00000000000000000000001010010110,relay on 2,
2016-10-11 10:06:04,00000000000000000100001010010110,relay on E,
2016-10-11 10:06:04,00000000000000000101001010010110,relay on C,
2016-10-11 10:06:05,00000000000000000101011010010110,relay on A,
2016-10-11 10:06:20,00000000000000000101011010000110,relay off 4,
2016-10-11 10:06:21,00000000000000000101011010000010,relay off 2,
2016-10-11 10:06:21,00000000000000000001011010000010,relay off E,
2016-10-11 10:06:22,00000000000000000000011010000010,relay off C,
2016-10-11 10:06:22,00000000000000000000001010000010,relay off A,
2016-10-11 10:06:23,00000000000000000000001010000010,relay off 5,
2016-10-11 10:06:24,00000000000000000000001010000010,relay off 3,
2016-10-11 10:06:24,00000000000000000000001010000010,relay off F,
2016-10-11 10:06:25,00000000000000000000001010000010,relay off D,
2016-10-11 10:06:25,00000000000000000000001010000010,relay off B,
2016-10-11 10:30:00,00000000000000000000001010000010,relay off D,
2016-10-11 10:30:01,00000000000000000000001010000010,relay off B,
2016-10-11 10:30:01,00000000000000000000001010000010,relay off 4,
2016-10-11 10:30:02,00000000000000000001001010000010,relay on C,
2016-10-11 10:30:03,00000000000000000001011010000010,relay on A,
2016-10-11 10:30:03,00000000000000000001011010100010,relay on 5,
2016-10-11 10:30:20,00000000000000000001011010100010,relay off 4,
2016-10-11 10:30:21,00000000000000000001001010100010,relay off A,
2016-10-11 10:30:22,00000000000000000001001010000010,relay off 5,
2016-10-11 10:30:23,00000000000000000001001010000010,relay off B,
2016-10-11 10:30:51,00000000000000000001001010000010,relay off 4,
2016-10-11 10:30:53,00000000000000000001001010100010,relay on 5,
2016-10-11 10:30:54,00000000000000000001001010100010,relay off B,
2016-10-11 10:30:56,00000000000000000001011010100010,relay on A,
2016-10-11 10:31:10,00000000000000000001011010100010,relay off 4,
2016-10-11 10:31:12,00000000000000000001011010000010,relay off 5,
2016-10-11 10:31:14,00000000000000000001001010000010,relay off A,
2016-10-11 10:31:16,00000000000000000001001010000010,relay off B,
2016-10-11 10:51:01,00000000000000000001001010000010,relay off B,
2016-10-11 10:51:01,00000000000000000001001010000010,relay off F,
2016-10-11 10:51:03,00000000000000000001011010000010,relay on A,
2016-10-11 10:51:03,00000000000000000101011010000010,relay on E,
2016-10-11 10:51:21,00000000000000000101001010000010,relay off A,
2016-10-11 10:51:22,00000000000000000001001010000010,relay off E,
2016-10-11 10:51:23,00000000000000000001001010000010,relay off B,
2016-10-11 10:51:24,00000000000000000001001010000010,relay off F,
2016-10-11 11:21:00,00000000000000000001001010000010,relay off B,
2016-10-11 11:21:00,00000000000000000001000010000010,relay off 9,
2016-10-11 11:21:01,00000000000000000001000010000000,relay off 1,
2016-10-11 11:21:01,00000000000000000001000010000000,relay off F,
2016-10-11 11:21:02,00000000000000000001000000000000,relay off 7,
2016-10-11 11:21:02,00000000000000000001010000000000,relay on A,
2016-10-11 11:21:03,00000000000000000001010100000000,relay on 8,
2016-10-11 11:21:04,00000000000000000001010100000001,relay on 0,
2016-10-11 11:21:04,00000000000000000101010100000001,relay on E,
2016-10-11 11:21:05,00000000000000000101010101000001,relay on 6,
2016-10-11 11:21:20,00000000000000000101000101000001,relay off A,
2016-10-11 11:21:21,00000000000000000101000001000001,relay off 8,
2016-10-11 11:21:21,00000000000000000101000001000000,relay off 0,
2016-10-11 11:21:22,00000000000000000001000001000000,relay off E,
2016-10-11 11:21:22,00000000000000000001000000000000,relay off 6,
2016-10-11 11:21:23,00000000000000000001000000000000,relay off B,
2016-10-11 11:21:23,00000000000000000001000000000000,relay off 9,
2016-10-11 11:21:24,00000000000000000001000000000000,relay off 1,
2016-10-11 11:21:25,00000000000000000001000000000000,relay off F,
2016-10-11 11:21:25,00000000000000000001000000000000,relay off 7,
2016-10-11 11:55:00,00000000000000000001000000000000,relay off 9,
2016-10-11 11:55:01,00000000000000000001000000000000,relay off F,
2016-10-11 11:55:01,00000000000000000001000000000000,relay off 7,
2016-10-11 11:55:02,00000000000000000001000000000000,relay off 1,
2016-10-11 11:55:02,00000000000000000001000000000000,relay off 3,
2016-10-11 11:55:03,00000000000000000001000000000000,relay off 5,
2016-10-11 11:55:03,00000000000000000001000000000000,relay off B,
2016-10-11 11:55:04,00000000000000000001000100000000,relay on 8,
2016-10-11 11:55:04,00000000000000000101000100000000,relay on E,
2016-10-11 11:55:05,00000000000000000101000101000000,relay on 6,
2016-10-11 11:55:06,00000000000000000101000101000001,relay on 0,
2016-10-11 11:55:06,00000000000000000101000101000101,relay on 2,
2016-10-11 11:55:07,00000000000000000101000101010101,relay on 4,
2016-10-11 11:55:07,00000000000000000101010101010101,relay on A,
2016-10-11 11:55:21,00000000000000000101010001010101,relay off 8,
2016-10-11 11:55:21,00000000000000000101010000010101,relay off 6,
2016-10-11 11:55:22,00000000000000000101010000010100,relay off 0,
2016-10-11 11:55:22,00000000000000000101010000010000,relay off 2,
2016-10-11 11:55:23,00000000000000000101010000000000,relay off 4,
2016-10-11 11:55:23,00000000000000000101010000000000,relay off 9,
2016-10-11 11:55:24,00000000000000000101010000000000,relay off 7,
2016-10-11 11:55:24,00000000000000000101010000000000,relay off 1,
2016-10-11 11:55:25,00000000000000000101010000000000,relay off 3,
2016-10-11 11:55:25,00000000000000000101010000000000,relay off 5,
2016-10-11 12:30:00,00000000000000000101010000000000,relay off 9,
2016-10-11 12:30:00,00000000000000000101010000000000,relay off 1,
2016-10-11 12:30:01,00000000000000000101010000000000,relay off 5,
2016-10-11 12:30:01,00000000000000000101010000000000,relay off 3,
2016-10-11 12:30:02,00000000000000000101010000000000,relay off 7,
2016-10-11 12:30:03,00000000000000000101010100000000,relay on 8,
2016-10-11 12:30:03,00000000000000000101010100000001,relay on 0,
2016-10-11 12:30:04,00000000000000000101010100010001,relay on 4,
2016-10-11 12:30:04,00000000000000000101010100010101,relay on 2,
2016-10-11 12:30:05,00000000000000000101010101010101,relay on 6,
2016-10-11 12:30:20,00000000000000000101010001010101,relay off 8,
2016-10-11 12:30:21,00000000000000000101010001010100,relay off 0,
2016-10-11 12:30:21,00000000000000000101010001000100,relay off 4,
