# Logfile created on 2016-10-09 01:15:31 +0900 by logger.rb/25413
2016-10-09 01:15:31 +0900,0
2016-10-09 01:17:34 +0900,1
2016-10-09 01:17:55 +0900,1
2016-10-09 01:18:26 +0900,2
2016-10-09 01:18:46 +0900,2
2016-10-09 01:19:18 +0900,3
2016-10-09 01:19:38 +0900,3
2016-10-09 01:20:10 +0900,4
2016-10-09 01:21:50 +0900,0
2016-10-09 01:23:54 +0900,1
2016-10-09 01:24:14 +0900,1
2016-10-09 01:24:46 +0900,2
2016-10-09 01:25:06 +0900,2
2016-10-09 01:25:37 +0900,3
2016-10-09 01:25:58 +0900,3
2016-10-09 01:26:29 +0900,4
2016-10-09 01:26:50 +0900,4
2016-10-09 01:27:21 +0900,5
2016-10-09 01:27:42 +0900,5
2016-10-09 01:28:13 +0900,6
2016-10-09 01:35:38 +0900,0
2016-10-09 01:37:42 +0900,1
2016-10-09 01:38:03 +0900,1
2016-10-09 01:38:34 +0900,2
2016-10-09 01:38:54 +0900,2
2016-10-09 01:39:26 +0900,3
2016-10-09 01:39:46 +0900,3
2016-10-09 01:40:18 +0900,4
2016-10-09 01:40:38 +0900,4
2016-10-09 01:41:09 +0900,5
2016-10-09 01:41:30 +0900,5
2016-10-09 01:42:03 +0900,6
2016-10-09 01:54:45 +0900,0
2016-10-09 01:56:48 +0900,1
2016-10-09 01:57:09 +0900,1
2016-10-09 01:57:40 +0900,2
2016-10-09 01:58:01 +0900,2
2016-10-09 01:58:32 +0900,3
2016-10-09 01:58:52 +0900,3
2016-10-09 01:59:24 +0900,4
2016-10-09 01:59:44 +0900,4
2016-10-09 02:00:15 +0900,5
2016-10-09 02:00:36 +0900,5
2016-10-09 02:01:07 +0900,6
2016-10-09 02:11:45 +0900,0
2016-10-09 02:13:48 +0900,1
2016-10-09 02:14:09 +0900,1
2016-10-09 02:14:40 +0900,2
2016-10-09 02:15:01 +0900,2
2016-10-09 02:15:32 +0900,3
2016-10-09 02:15:52 +0900,3
2016-10-09 02:16:24 +0900,4
2016-10-09 02:16:44 +0900,4
2016-10-09 02:17:16 +0900,5
2016-10-09 02:17:36 +0900,5
2016-10-09 02:18:07 +0900,6
2016-10-09 02:35:42 +0900,0
2016-10-09 02:37:45 +0900,1
2016-10-09 02:38:06 +0900,1
2016-10-09 02:38:37 +0900,2
2016-10-09 02:38:58 +0900,2
2016-10-09 02:39:29 +0900,3
2016-10-09 02:39:49 +0900,3
2016-10-09 02:40:21 +0900,4
2016-10-09 02:40:41 +0900,4
2016-10-09 02:41:13 +0900,5
2016-10-09 02:41:33 +0900,5
2016-10-09 02:42:05 +0900,6
2016-10-09 09:05:13 +0900,0
2016-10-09 09:07:16 +0900,1
2016-10-09 09:07:37 +0900,1
2016-10-09 09:08:08 +0900,2
2016-10-09 09:08:28 +0900,2
2016-10-09 09:09:02 +0900,3
2016-10-09 09:09:22 +0900,3
2016-10-09 20:25:36 +0900,0
2016-10-09 20:27:40 +0900,1
2016-10-09 20:28:00 +0900,1
2016-10-09 20:28:32 +0900,2
2016-10-09 20:28:52 +0900,2
2016-10-09 20:29:23 +0900,3
2016-10-09 20:29:44 +0900,3
2016-10-09 20:30:15 +0900,4
2016-10-09 20:30:36 +0900,4
2016-10-09 20:31:07 +0900,5
2016-10-09 20:31:27 +0900,5
2016-10-09 20:32:01 +0900,6
