# Logfile created on 2016-10-11 09:32:28 +0900 by logger.rb/41954
2016-10-11 09:32:28 +0900,set:23:now:0:step:0,open:false,close:true,emargency:true,0
2016-10-11 09:34:32 +0900,set:23:now:24.2:step:1,open:true,close:false,emargency:false,1
2016-10-11 09:34:52 +0900,set:23:now:24.2:step:1,open:false,close:false,emargency:false,1
2016-10-11 09:35:23 +0900,set:23:now:24.2:step:2,open:true,close:false,emargency:false,2
2016-10-11 09:35:44 +0900,set:23:now:24.2:step:2,open:false,close:false,emargency:false,2
2016-10-11 09:39:04 +0900,set:23:now:24.3:step:2,open:false,close:false,emargency:false,0.5
2016-10-11 09:39:12 +0900,set:23:now:24.3:step:2,open:false,close:false,emargency:false,2
2016-10-11 10:06:00 +0900,set:23:now:24.6:step:3,open:true,close:false,emargency:false,3
2016-10-11 10:06:21 +0900,set:23:now:24.6:step:3,open:false,close:false,emargency:false,3
2016-10-11 11:55:01 +0900,set:24:now:26.1:step:4,open:true,close:false,emargency:false,4
2016-10-11 11:55:22 +0900,set:24:now:26.1:step:4,open:false,close:false,emargency:false,4
2016-10-11 12:30:01 +0900,set:24:now:26.6:step:5,open:true,close:false,emargency:false,5
2016-10-11 12:30:21 +0900,set:24:now:26.6:step:5,open:false,close:false,emargency:false,5
