# Logfile created on 2016-10-09 00:29:22 +0900 by logger.rb/25413
2016-10-09 00:29:22,  
2016-10-09 00:51:31 +0900,0.5
2016-10-09 00:51:46,  
2016-10-09 01:12:30 +0900,0.5
2016-10-09 01:15:31 +0900,0.5
2016-10-09 01:21:49 +0900,0.5
2016-10-09 01:22:11,  
2016-10-09 01:33:02 +0900,0.5
2016-10-09 01:35:40 +0900,0.5
2016-10-09 01:35:57,  
2016-10-09 01:54:43 +0900,0.5
2016-10-09 01:55:01,  
2016-10-09 02:11:44 +0900,0.5
2016-10-09 02:12:02,  
2016-10-09 02:35:43 +0900,0.5
2016-10-09 02:35:57,  
2016-10-09 09:05:12 +0900,0.5
2016-10-09 09:05:28,  
2016-10-09 20:25:36 +0900,0.5
2016-10-09 20:25:54,  
