2011-03-17T13:40:10+09:00,W0801400,"R0000000\r"
2011-03-17T13:40:26+09:00,W0800400,"R0000000\r"
2011-03-17T13:41:07+09:00,W0801400,"R0000000\r"
2011-03-17T13:41:22+09:00,W0800400,"R0000000\r"
2011-03-17T13:43:31+09:00,W0800C00,"R0000000\r"
2011-03-17T13:44:21+09:00,W0801C00,"R0000000\r"
2011-03-17T13:44:30+09:00,W0801A00,"R0000000\r"
2011-03-17T13:44:37+09:00,W0800A00,"R0000000\r"
2011-03-17T13:45:20+09:00,W0800E00,"R0000000\r"
2011-03-17T13:45:27+09:00,W0801E00,"R0000000\r"
2011-03-17T13:45:43+09:00,W0800E00,"R0000000\r"
2011-03-17T13:46:33+09:00,W0801E00,"R0000000\r"
2011-03-17T13:48:01+09:00,W0801A00,"R0000000\r"
2011-03-17T13:48:52+09:00,W0801E00,"R0000000\r"
2011-03-17T13:50:31+09:00,W0800600,"R0000000\r"
2011-03-17T13:51:12+09:00,W0801600,"R0000000\r"
2011-03-17T13:51:32+09:00,W0801000,"R0000000\r"
2011-03-17T13:52:12+09:00,W0801400,"R0000000\r"
2011-03-17T13:52:32+09:00,W0801000,"R0000000\r"
2011-03-17T13:53:13+09:00,W0801400,"R0000000\r"
2011-03-17T13:53:31+09:00,W0800400,"R0000000\r"
2011-03-17T13:54:12+09:00,W0801400,"R0000000\r"
2011-03-17T13:54:32+09:00,W0801000,"R0000000\r"
2011-03-17T13:58:32+09:00,W0800800,"R0000000\r"
2011-03-17T13:59:22+09:00,W0801800,"R0000000\r"
2011-03-17T13:59:32+09:00,W0801A00,"R0000000\r"
2011-03-17T14:00:22+09:00,W0801E00,false
2011-03-17T14:02:32+09:00,W0801A00,"R0000000\r"
2011-03-17T14:03:22+09:00,W0801E00,"R0000000\r"
2011-03-17T14:10:33+09:00,W0800E00,"R0000000\r"
2011-03-17T14:11:23+09:00,W0801E00,"R0000000\r"
2011-03-17T14:13:33+09:00,W0800600,"R0000000\r"
2011-03-17T14:14:14+09:00,W0801600,"R0000000\r"
2011-03-17T14:14:33+09:00,W0800600,"R0000000\r"
2011-03-17T14:15:14+09:00,W0801600,"R0000000\r"
2011-03-17T14:19:33+09:00,W0800E00,"R0000000\r"
2011-03-17T14:20:23+09:00,W0801E00,"R0000000\r"
2011-03-17T14:22:33+09:00,W0800E00,"R0000000\r"
2011-03-17T14:23:23+09:00,W0801E00,"R0000000\r"
2011-03-17T14:26:34+09:00,W0800600,"R0000000\r"
2011-03-17T14:27:14+09:00,W0801600,"R0000000\r"
2011-03-17T14:27:34+09:00,W0800600,"R0000000\r"
2011-03-17T14:28:15+09:00,W0801600,"R0000000\r"
2011-03-17T14:28:33+09:00,W0801000,"R0000000\r"
2011-03-17T14:29:14+09:00,W0801400,"R0000000\r"
2011-03-17T14:32:34+09:00,W0800C00,"R0000000\r"
2011-03-17T14:33:24+09:00,W0801C00,"R0000000\r"
2011-03-17T14:37:34+09:00,W0800C00,"R0000000\r"
2011-03-17T14:38:24+09:00,W0801C00,"R0000000\r"
2011-03-17T14:38:34+09:00,W0801A00,"R0000000\r"
2011-03-17T14:39:24+09:00,W0801E00,"R0000000\r"
2011-03-17T14:43:34+09:00,W0800600,"R0000000\r"
2011-03-17T14:44:15+09:00,W0801600,"R0000000\r"
2011-03-17T14:44:34+09:00,W0800600,"R0000000\r"
2011-03-17T14:45:15+09:00,W0801600,"R0000000\r"
2011-03-17T14:46:35+09:00,W0800600,"R0000000\r"
2011-03-17T14:48:35+09:00,W0800000,"R0000000\r"
2011-03-17T14:49:15+09:00,W0800400,"R0000000\r"
2011-03-17T14:51:35+09:00,W0800C00,"R0000000\r"
2011-03-17T14:52:25+09:00,W0801C00,"R0000000\r"
2011-03-17T14:54:06+09:00,W0801800,"R0000000\r"
2011-03-17T15:00:00+09:00,W0000003,false
2011-03-17T15:03:00+09:00,W0000000,"R0000000\r"
2011-03-17T15:04:00+09:00,W0000005,"R0000000\r"
2011-03-17T15:07:01+09:00,W0000000,"R0000000\r"
2011-03-17T15:07:37+09:00,W0000800,"R0000000\r"
2011-03-17T15:08:00+09:00,W0000809,"R0000000\r"
2011-03-17T15:08:27+09:00,W0001809,"R0000000\r"
2011-03-17T15:11:00+09:00,W0001800,"R0000000\r"
2011-03-17T15:11:37+09:00,W0001A00,"R0000000\r"
2011-03-17T15:12:00+09:00,W0001A11,"R0000000\r"
2011-03-17T15:12:28+09:00,W0001E11,"R0000000\r"
2011-03-17T15:15:00+09:00,W0801E00,"R0000000\r"
2011-03-17T15:28:38+09:00,W0801800,"R0000000\r"
2011-03-17T15:31:39+09:00,W0800000,"R0000000\r"
2011-03-17T17:00:00+09:00,W0000003,"R0000000\r"
2011-03-17T17:03:00+09:00,W0000000,"R0000000\r"
2011-03-17T17:04:00+09:00,W0000005,"R0000000\r"
2011-03-17T17:07:00+09:00,W0000000,"R0000000\r"
2011-03-17T17:08:01+09:00,W0000009,"R0000000\r"
2011-03-17T17:11:00+09:00,W0000000,"R0000000\r"
2011-03-17T17:12:00+09:00,W0000011,"R0000000\r"
2011-03-17T17:15:00+09:00,W0800000,"R0000000\r"
2011-03-18T07:00:00+09:00,W0000003,"R0000000\r"
2011-03-18T07:03:00+09:00,W0000000,"R0000000\r"
2011-03-18T07:04:00+09:00,W0000005,"R0000000\r"
2011-03-18T07:07:00+09:00,W0000000,"R0000000\r"
2011-03-18T07:08:00+09:00,W0000009,"R0000000\r"
2011-03-18T07:11:00+09:00,W0000000,"R0000000\r"
2011-03-18T07:12:00+09:00,W0000011,"R0000000\r"
2011-03-18T07:15:00+09:00,W0800000,"R0000000\r"
2011-03-18T08:00:00+09:00,W0800800,"R0000000\r"
2011-03-18T08:00:50+09:00,W0801800,"R0000000\r"
2011-03-18T08:20:17+09:00,W0800000,"R0000000\r"
2011-03-18T08:39:20+09:00,W0800800,"R0000000\r"
2011-03-18T08:40:10+09:00,W0801800,"R0000000\r"
2011-03-18T08:58:20+09:00,W0801A00,"R0000000\r"
2011-03-18T08:59:11+09:00,W0801E00,"R0000000\r"
2011-03-18T09:00:00+09:00,W0000A03,"R0000000\r"
2011-03-18T09:00:51+09:00,W0001E03,"R0000000\r"
2011-03-18T09:03:00+09:00,W0001E00,"R0000000\r"
2011-03-18T09:04:00+09:00,W0001E05,"R0000000\r"
2011-03-18T09:06:21+09:00,W0001805,"R0000000\r"
2011-03-18T09:07:00+09:00,W0001800,"R0000000\r"
2011-03-18T09:07:02+09:00,W0001C00,"R0000000\r"
2011-03-18T09:07:21+09:00,W0000400,"R0000000\r"
2011-03-18T09:08:00+09:00,W0000409,"R0000000\r"
2011-03-18T09:08:02+09:00,W0001409,"R0000000\r"
2011-03-18T09:08:22+09:00,W0000009,"R0000000\r"
2011-03-18T09:11:00+09:00,W0000000,"R0000000\r"
2011-03-18T09:12:00+09:00,W0000011,"R0000000\r"
2011-03-18T09:15:01+09:00,W0800000,"R0000000\r"
2011-03-18T09:25:23+09:00,W0800800,"R0000000\r"
2011-03-18T09:26:13+09:00,W0801800,"R0000000\r"
2011-03-18T09:27:23+09:00,W0800800,"R0000000\r"
2011-03-18T09:28:13+09:00,W0801800,"R0000000\r"
2011-03-18T09:30:23+09:00,W0801A00,"R0000000\r"
2011-03-18T09:31:13+09:00,W0801E00,false
2011-03-18T09:33:24+09:00,W0801A00,"R0000000\r"
2011-03-18T09:34:14+09:00,W0801E00,"R0000000\r"
2011-03-18T09:47:24+09:00,W0800E00,"R0000000\r"
2011-03-18T09:48:14+09:00,W0801E00,"R0000000\r"
2011-03-18T09:55:25+09:00,W0800600,"R0000000\r"
2011-03-18T09:56:05+09:00,W0801600,"R0000000\r"
2011-03-18T09:59:26+09:00,W0801000,"R0000000\r"
2011-03-18T10:00:00+09:00,W0800800,"R0000000\r"
2011-03-18T10:00:07+09:00,W0800C00,"R0000000\r"
2011-03-18T10:00:51+09:00,W0801C00,"R0000000\r"
2011-03-18T10:05:27+09:00,W0801A00,"R0000000\r"
2011-03-18T10:06:18+09:00,W0801E00,"R0000000\r"
2011-03-18T10:35:31+09:00,W0800600,"R0000000\r"
2011-03-18T10:36:12+09:00,W0801600,"R0000000\r"
2011-03-18T10:36:28+09:00,W0800600,"R0000000\r"
2011-03-18T10:37:09+09:00,W0801600,"R0000000\r"
2011-03-18T10:39:31+09:00,W0800E00,"R0000000\r"
2011-03-18T10:40:21+09:00,W0801E00,"R0000000\r"
2011-03-18T10:41:31+09:00,W0800E00,"R0000000\r"
2011-03-18T10:42:21+09:00,W0801E00,"R0000000\r"
2011-03-18T10:46:31+09:00,W0801A00,"R0000000\r"
2011-03-18T10:47:22+09:00,W0801E00,"R0000000\r"
2011-03-18T10:48:32+09:00,W0800600,"R0000000\r"
2011-03-18T10:49:13+09:00,W0801600,"R0000000\r"
2011-03-18T10:56:32+09:00,W0800E00,"R0000000\r"
2011-03-18T10:57:23+09:00,W0801E00,"R0000000\r"
2011-03-18T11:00:00+09:00,W0001E03,"R0000000\r"
2011-03-18T11:02:33+09:00,W0000603,"R0000000\r"
2011-03-18T11:03:00+09:00,W0000600,"R0000000\r"
2011-03-18T11:03:13+09:00,W0001600,"R0000000\r"
2011-03-18T11:03:32+09:00,W0001000,"R0000000\r"
2011-03-18T11:04:01+09:00,W0001005,"R0000000\r"
2011-03-18T11:04:13+09:00,W0001405,"R0000000\r"
2011-03-18T11:07:00+09:00,W0001400,"R0000000\r"
2011-03-18T11:08:01+09:00,W0001409,"R0000000\r"
2011-03-18T11:08:33+09:00,W0000C09,"R0000000\r"
2011-03-18T11:09:23+09:00,W0001C09,"R0000000\r"
2011-03-18T11:11:00+09:00,W0001C00,"R0000000\r"
2011-03-18T11:11:33+09:00,W0000C00,"R0000000\r"
2011-03-18T11:12:00+09:00,W0000C11,"R0000000\r"
2011-03-18T11:12:33+09:00,W0000A11,"R0000000\r"
2011-03-18T11:13:23+09:00,W0000E11,"R0000000\r"
2011-03-18T11:14:34+09:00,W0000611,"R0000000\r"
2011-03-18T11:15:00+09:00,W0800600,"R0000000\r"
2011-03-18T11:15:14+09:00,W0801600,"R0000000\r"
2011-03-18T11:15:30+09:00,W0800600,"R0000000\r"
2011-03-18T11:15:34+09:00,W0800200,"R0000000\r"
2011-03-18T11:16:10+09:00,W0801200,"R0000000\r"
2011-03-18T11:16:27+09:00,W0800200,"R0000000\r"
2011-03-18T11:19:34+09:00,W0800000,"R0000000\r"
2011-03-18T11:20:15+09:00,W0800400,"R0000000\r"
2011-03-18T11:20:34+09:00,W0800C00,"R0000000\r"
2011-03-18T11:21:24+09:00,W0801C00,"R0000000\r"
2011-03-18T11:21:34+09:00,W0801800,"R0000000\r"
2011-03-18T11:21:40+09:00,W0800800,"R0000000\r"
2011-03-18T11:22:15+09:00,W0800C00,"R0000000\r"
2011-03-18T11:22:30+09:00,W0801C00,"R0000000\r"
2011-03-18T11:22:34+09:00,W0801800,"R0000000\r"
2011-03-18T11:23:15+09:00,W0801C00,false
2011-03-18T11:23:34+09:00,W0800C00,"R0000000\r"
2011-03-18T11:24:25+09:00,W0801C00,"R0000000\r"
2011-03-18T11:29:34+09:00,W0801A00,"R0000000\r"
2011-03-18T11:30:24+09:00,W0801E00,"R0000000\r"
2011-03-18T11:36:35+09:00,W0801A00,"R0000000\r"
2011-03-18T11:37:25+09:00,W0801E00,"R0000000\r"
2011-03-18T11:43:36+09:00,W0800E00,"R0000000\r"
