2011-09-06T13:42:15+09:00,W0002A05,false
2011-09-06T13:42:21+09:00,W0002A00,false
2011-09-06T13:42:31+09:00,W0002A09,false
2011-09-06T13:42:38+09:00,W0802A00,false
2011-09-06T13:45:00+09:00,W0002A03,false
2011-09-06T13:45:05+09:00,W0002A00,false
2011-09-06T13:45:15+09:00,W0002A05,"R0000000\r"
2011-09-06T13:45:21+09:00,W0002A00,false
2011-09-06T13:45:31+09:00,W0002A09,false
2011-09-06T13:45:38+09:00,W0802A00,false
2011-09-06T13:50:00+09:00,W0002A03,false
2011-09-06T13:50:05+09:00,W0002A00,"R0000000\r"
2011-09-06T13:50:15+09:00,W0002A05,false
2011-09-06T13:50:21+09:00,W0002A00,false
2011-09-06T13:50:31+09:00,W0002A09,false
2011-09-06T13:50:38+09:00,W0802A00,false
2011-09-06T13:55:00+09:00,W0002A03,false
2011-09-06T13:55:05+09:00,W0002A00,"R0000000\r"
2011-09-06T13:55:15+09:00,W0002A05,false
2011-09-06T13:55:21+09:00,W0002A00,false
2011-09-06T13:55:31+09:00,W0002A09,false
2011-09-06T13:55:38+09:00,W0802A00,false
2011-09-06T14:10:00+09:00,W0002A03,false
2011-09-06T14:10:05+09:00,W0002A00,false
2011-09-06T14:10:15+09:00,W0002A05,false
2011-09-06T14:10:21+09:00,W0002A00,false
2011-09-06T14:10:31+09:00,W0002A09,false
2011-09-06T14:10:38+09:00,W0802A00,false
2011-09-06T14:30:00+09:00,W0002A03,false
2011-09-06T14:30:05+09:00,W0002A00,false
2011-09-06T14:30:15+09:00,W0002A05,"R0000000\r"
2011-09-06T14:30:21+09:00,W0002A00,"R0000000\r"
2011-09-06T14:30:31+09:00,W0002A09,"R0000000\r"
2011-09-06T14:30:38+09:00,W0802A00,false
2011-09-06T17:00:00+09:00,W0800000,false
2011-09-06T17:00:40+09:00,W0805400,false
2011-09-06T17:00:56+09:00,W0804000,false
2011-09-06T17:01:36+09:00,W0805400,false
2011-09-06T17:11:28+09:00,W0805000,false
2011-09-06T17:12:09+09:00,W0805400,"R0000000\r"
2011-09-06T17:34:37+09:00,W0805000,false
2011-09-06T17:42:08+09:00,W0801000,"R0000000\r"
2011-09-06T17:42:49+09:00,W0805000,false
2011-09-06T17:52:10+09:00,W0804000,false
2011-09-06T17:52:51+09:00,W0805000,false
2011-09-06T18:00:42+09:00,W0801000,"R0000000\r"
2011-09-06T18:01:22+09:00,W0805000,false
2011-09-06T18:09:43+09:00,W0804000,false
2011-09-06T18:45:17+09:00,W0800000,false
2011-09-06T21:11:00+09:00,W0000003,"R0000000\r"
2011-09-06T21:11:05+09:00,W0000000,"R0000000\r"
2011-09-06T21:11:15+09:00,W0000005,"R0000000\r"
2011-09-06T21:11:21+09:00,W0000000,"R0000000\r"
2011-09-06T21:11:31+09:00,W0000009,false
2011-09-06T21:11:38+09:00,W0800000,"R0000000\r"
2011-09-06T21:22:00+09:00,W0000003,false
2011-09-06T21:22:05+09:00,W0000000,"R0000000\r"
2011-09-06T21:22:15+09:00,W0000005,false
2011-09-06T21:22:21+09:00,W0000000,false
2011-09-06T21:22:31+09:00,W0000009,false
2011-09-06T21:22:38+09:00,W0800000,false
2011-09-07T05:00:00+09:00,W0000003,"R0000000\r"
2011-09-07T05:00:05+09:00,W0000000,"R0000000\r"
2011-09-07T05:00:15+09:00,W0000005,false
2011-09-07T05:00:21+09:00,W0000000,"R0000000\r"
2011-09-07T05:00:31+09:00,W0000009,false
2011-09-07T05:00:38+09:00,W0800000,false
2011-09-07T06:00:00+09:00,W0000003,false
2011-09-07T06:00:05+09:00,W0000000,false
2011-09-07T06:00:15+09:00,W0000005,false
2011-09-07T06:00:21+09:00,W0000000,false
2011-09-07T06:00:31+09:00,W0000009,false
2011-09-07T06:00:38+09:00,W0800000,false
2011-09-07T07:00:00+09:00,W0000003,false
2011-09-07T07:00:05+09:00,W0000000,false
2011-09-07T07:00:15+09:00,W0000005,"R0000000\r"
2011-09-07T07:00:21+09:00,W0000000,false
2011-09-07T07:00:31+09:00,W0000009,false
2011-09-07T07:00:38+09:00,W0800000,"R0000000\r"
2011-09-07T08:00:00+09:00,W0802000,false
2011-09-07T08:00:51+09:00,W0806000,false
2011-09-07T09:00:00+09:00,W0802800,false
2011-09-07T09:00:50+09:00,W0807800,false
2011-09-07T09:39:26+09:00,W0807A00,false
2011-09-07T09:40:16+09:00,W0807E00,false
2011-09-07T10:00:00+09:00,W0802A00,false
2011-09-07T10:00:51+09:00,W0807E00,false
2011-09-07T10:57:52+09:00,W0803E00,false
2011-09-07T12:02:29+09:00,W0802E00,"R0000000\r"
2011-09-07T12:03:20+09:00,W0803E00,false
2011-09-07T12:14:30+09:00,W0803A00,"R0000000\r"
2011-09-07T12:15:21+09:00,W0803E00,false
2011-09-07T12:58:34+09:00,W0802E00,false
2011-09-07T13:07:35+09:00,W0802A00,false
2011-09-07T13:42:00+09:00,W0002A03,false
2011-09-07T13:42:05+09:00,W0002A00,false
2011-09-07T13:42:15+09:00,W0002A05,false
2011-09-07T13:42:21+09:00,W0002A00,false
2011-09-07T13:42:31+09:00,W0002A09,"R0000000\r"
2011-09-07T13:42:38+09:00,W0802A00,false
2011-09-07T13:45:00+09:00,W0002A03,"R0000000\r"
2011-09-07T13:45:05+09:00,W0002A00,false
2011-09-07T13:45:15+09:00,W0002A05,"R0000000\r"
2011-09-07T13:45:21+09:00,W0002A00,false
2011-09-07T13:45:31+09:00,W0002A09,false
2011-09-07T13:45:38+09:00,W0802A00,false
2011-09-07T13:50:00+09:00,W0002A03,false
2011-09-07T13:50:05+09:00,W0002A00,"R0000000\r"
2011-09-07T13:50:15+09:00,W0002A05,false
2011-09-07T13:50:21+09:00,W0002A00,false
2011-09-07T13:50:31+09:00,W0002A09,false
2011-09-07T13:50:38+09:00,W0802A00,false
2011-09-07T13:55:00+09:00,W0002A03,"R0000000\r"
2011-09-07T13:55:05+09:00,W0002A00,"R0000000\r"
2011-09-07T13:55:15+09:00,W0002A05,false
2011-09-07T13:55:21+09:00,W0002A00,false
2011-09-07T13:55:31+09:00,W0002A09,false
2011-09-07T13:55:38+09:00,W0802A00,false
2011-09-07T14:10:00+09:00,W0002A03,false
2011-09-07T14:10:05+09:00,W0002A00,false
2011-09-07T14:10:15+09:00,W0002A05,false
2011-09-07T14:10:21+09:00,W0002A00,false
