000000000000000000001001,2011-01-15T15:07:00+09:00,16.4,77,15.7,17.5
000000000000000000000000,2011-01-15T15:09:30+09:00,16.0,77,15.4,17.6
000000000000000000010001,2011-01-15T15:10:30+09:00,15.8,77,15.4,17.6
000000000000000000000000,2011-01-15T15:12:24+09:00,15.7,78,15.0,17.6
100000000000000000000000,2011-01-15T15:13:00+09:00,15.7,78,15.0,17.6
000000000000000000000011,2011-01-16T07:00:00+09:00,11.7,85,9.2,16.3
000000000000000000000000,2011-01-16T07:02:30+09:00,11.7,84,8.8,16.3
000000000000000000000101,2011-01-16T07:03:30+09:00,11.7,84,8.8,16.3
000000000000000000000000,2011-01-16T07:05:59+09:00,11.7,84,8.9,16.2
000000000000000000001001,2011-01-16T07:07:00+09:00,11.7,84,9.1,16.2
000000000000000000000000,2011-01-16T07:09:30+09:00,11.6,84,9.6,16.1
000000000000000000010001,2011-01-16T07:10:30+09:00,11.6,84,9.9,16.1
100000000000000000000000,2011-01-16T07:13:00+09:00,11.6,84,10.7,16.0
000000000000000000000011,2011-01-16T09:00:00+09:00,7.6,82,9.1,15.6
000000000000000000000000,2011-01-16T09:02:15+09:00,8.0,82,11.1,15.6
000000000000000000000101,2011-01-16T09:03:30+09:00,8.7,83,11.6,15.6
000000000000000000000000,2011-01-16T09:05:55+09:00,9.5,82,12.5,15.7
000000000000000000001001,2011-01-16T09:07:00+09:00,9.9,82,12.7,15.7
000000000000000000000000,2011-01-16T09:09:30+09:00,10.5,79,12.6,15.8
000000000000000000010001,2011-01-16T09:10:30+09:00,10.7,79,12.5,15.8
000000000000000000000000,2011-01-16T09:12:18+09:00,10.7,78,12.0,15.9
100000000000000000000000,2011-01-16T09:13:01+09:00,10.7,77,11.8,16.0
000000000000000000000011,2011-01-16T11:00:00+09:00,9.0,79,11.7,15.8
000000000000000000000000,2011-01-16T11:02:09+09:00,9.8,79,12.5,16.0
000000000000000000000101,2011-01-16T11:03:30+09:00,10.0,78,12.5,16.0
000000000000000000000000,2011-01-16T11:05:44+09:00,10.7,77,12.2,16.1
000000000000000000001001,2011-01-16T11:07:00+09:00,10.9,77,12.1,16.2
000000000000000000000000,2011-01-16T11:09:30+09:00,11.0,76,11.9,16.3
000000000000000000010001,2011-01-16T11:10:31+09:00,11.2,76,11.8,16.3
000000000000000000000000,2011-01-16T11:11:24+09:00,11.2,75,11.7,16.4
